Name,Aa-T,Aa-A,Aa-EN,Aa-RI,Aa-VE,Aa-CR,Aa-MO,Aa-MMt,Ab-T,Ab-A,Ab-EN,Ab-RI,Ab-VE,Ab-CR,Ab-MO,Ab-MMt,Ba-T,Ba-A,Ba-EN,Ba-RI,Ba-VE,Ba-CR,Ba-MO,Ba-MMt,Bb-T,Bb-A,Bb-EN,Bb-RI,Bb-VE,Bb-CR,Bb-MO,Bb-MMt,O-2p,M-oct,M-tetra,Hybri(O-Moct),Hybri(O-Mtet),weak-hybri
[Cr0.875Co0.125]Co2O4,Cr,0.875,1.66,87,6,2.5,-3.695,0.662,Co,0.125,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-2.828,-1.858,-0.984,0.97,1.844,1.844
Co[Cr0.25Co1.75]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Cr,0.25,1.66,75.5,6,2.5,-3.695,0.662,Co,1.75,1.88,68.5,9,2.3,-0.351,-1.176,-1.74,-0.866,-1.266,0.874,0.474,0.874
Co[Cr1.75Co0.25]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Cr,1.75,1.66,75.5,6,2.5,-3.695,0.662,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,-2.503,0.468,-1.769,2.971,0.734,2.971
[Mn0.125Co0.875]Co2O4,Mn,0.125,1.55,81,7,2.3,-0.666,1.014,Co,0.875,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-1.537,-0.938,-0.776,0.599,0.761,0.761
[Mn0.875Co0.125]Co2O4,Mn,0.875,1.55,81,7,2.3,-0.666,1.014,Co,0.125,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-2.593,-2.016,0.351,0.577,2.944,2.944
Co[Mn0.25Co1.75]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Mn,0.25,1.55,72,7,2.3,-0.687,0.532,Co,1.75,1.88,68.5,9,2.3,-0.351,-1.176,-1.746,-0.996,-1.322,0.75,0.424,0.75
Co[Mn1.75Co0.25]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Mn,1.75,1.55,72,7,2.3,-0.687,0.532,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,-2.651,-0.756,-2.05,1.895,0.601,1.895
[Fe0.125Co0.875]Co2O4,Fe,0.125,1.83,75,8,2.3,-1.609,-1.195,Co,0.875,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-2.006,-1.261,-1.315,0.745,0.691,0.745
[Fe0.875Co0.125]Co2O4,Fe,0.875,1.83,75,8,2.3,-1.609,-1.195,Co,0.125,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-2.306,-1.559,-0.753,0.747,1.553,1.553
Co[Fe0.25Co1.75]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Fe,0.25,1.83,69,8,2.3,-2.231,-2.167,Co,1.75,1.88,68.5,9,2.3,-0.351,-1.176,-1.84,-1.189,-1.506,0.651,0.334,0.651
Co[Fe1.75Co0.25]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Fe,1.75,1.83,69,8,2.3,-2.231,-2.167,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,-2.739,-1.309,-2.018,1.43,0.721,1.43
[Ni0.125Co0.875]Co2O4,Ni,0.125,1.92,83,10,2.3,0.212,-2.225,Co,0.875,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-1.356,-0.683,-1.163,0.673,0.193,0.673
[Ni0.875Co0.125]Co2O4,Ni,0.875,1.92,83,10,2.3,0.212,-2.225,Co,0.125,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-1.603,-0.744,-2.593,0.859,0.99,0.99
Co[Ni0.25Co1.75]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Ni,0.25,1.92,70,10,2.3,0.375,-2.236,Co,1.75,1.88,68.5,9,2.3,-0.351,-1.176,-1.565,-1.097,-1.398,0.468,0.167,0.468
Co[Ni1.75Co0.25]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Ni,1.75,1.92,70,10,2.3,0.375,-2.236,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,-1.253,-2.556,-1.288,1.303,0.035,1.303
[Cu0.125Co0.875]Co2O4,Cu,0.125,1.9,87,11,2.3,-0.862,-1.896,Co,0.875,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-1.644,-1.021,-1.272,0.623,0.372,0.623
[Cu0.875Co0.125]Co2O4,Cu,0.875,1.9,87,11,2.3,-0.862,-1.896,Co,0.125,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-1.843,-1.086,-1.825,0.757,0.018,0.757
Co[Cu0.25Co1.75]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Cu,0.25,1.9,87,11,2.3,-0.525,-1.828,Co,1.75,1.88,68.5,9,2.3,-0.351,-1.176,-1.525,-1.22,-1.125,0.305,0.4,0.4
Co[Cu1.75Co0.25]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Cu,1.75,1.9,87,11,2.3,-0.525,-1.828,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,-0.678,-2.738,-1.376,2.06,0.698,2.06
[Zn0.125Co0.875]Co2O4,Zn,0.125,1.65,88,12,2.3,-0.106,-5.304,Co,0.875,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-1.471,-0.776,-1.518,0.695,0.047,0.695
[Zn0.875Co0.125]Co2O4,Zn,0.875,1.65,88,12,2.3,-0.106,-5.304,Co,0.125,1.88,79,9,2.3,-0.56,-1.206,Co,2,1.88,68.5,9,2.3,-0.351,-1.176,0,0,0,0,0,0,0,0,-1.338,-0.638,-5.214,0.7,3.876,3.876
Co[Zn0.25Co1.75]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Zn,0.25,1.65,88,12,2.3,0.601,-6.057,Co,1.75,1.88,68.5,9,2.3,-0.351,-1.176,-1.443,-1.996,-1.002,0.553,0.441,0.553
Co[Zn1.75Co0.25]O4,Co,1,1.88,79,9,2.3,-0.56,-1.206,0,0,0,0,0,0,0,0,Zn,1.75,1.65,88,12,2.3,0.601,-6.057,Co,0.25,1.88,68.5,9,2.3,-0.351,-1.176,-0.257,-5.104,-2.174,4.847,1.917,4.847
LiLi2O4,Li,1,0.98,90,1,2.05,0.217,6.647,0,0,0,0,0,0,0,0,Li,2,0.98,90,1,2.05,0.88,8.847,0,0,0,0,0,0,0,0,-0.396,9.133,9.191,9.529,9.587,9.587
NiNi2O4,Ni,1,1.92,83,10,2.3,0.212,-2.225,0,0,0,0,0,0,0,0,Ni,2,1.92,70,10,2.3,0.375,-2.236,0,0,0,0,0,0,0,0,-1.122,-2.858,-4.085,1.736,2.963,2.963
ZnZn2O4,Zn,1,1.65,88,12,2.3,-0.106,-5.304,0,0,0,0,0,0,0,0,Zn,2,1.65,88,12,2.3,0.601,-6.057,0,0,0,0,0,0,0,0,0.591,-5.907,-5.177,6.498,5.768,6.498
